1100	0.214803158
1099	0.216336315
1098	0.217858539
1097	0.219369621
1096	0.220869353
1095	0.222357528
1094	0.223833943
1093	0.225298394
1092	0.226750679
1091	0.2281906
1090	0.229617957
1089	0.231032555
1088	0.232434198
1087	0.233822693
1086	0.235197847
1085	0.236559471
1084	0.237907374
1083	0.23924137
1082	0.240561272
1081	0.241866894
1080	0.243158054
1079	0.24443457
1078	0.245696259
1077	0.246942944
1076	0.248174444
1075	0.249390584
1074	0.250591187
1073	0.251776078
1072	0.252945083
1071	0.25409803
1070	0.255234748
1069	0.256355065
1068	0.257458813
1067	0.258545822
1066	0.259615926
1065	0.260668957
1064	0.261704749
1063	0.262723139
1062	0.263723961
1061	0.264707052
1060	0.26567225
1059	0.266619393
1058	0.267548319
1057	0.268458868
1056	0.269350881
1055	0.270224197
1054	0.271078658
1053	0.271914106
1052	0.272730382
1051	0.273527331
1050	0.274304794
1049	0.275062615
1048	0.275800638
1047	0.276518707
1046	0.277216668
1045	0.277894363
1044	0.27855164
1043	0.279188342
1042	0.279804315
1041	0.280399405
1040	0.280973457
1039	0.281526318
1038	0.282057832
1037	0.282567847
1036	0.283056207
1035	0.28352276
1034	0.28396735
1033	0.284389823
1032	0.284790026
1031	0.285167805
1030	0.285523003
1029	0.285855468
1028	0.286165045
1027	0.286451578
1026	0.286714913
1025	0.286954894
1024	0.287171367
1023	0.287364175
1022	0.287533162
1021	0.287678173
1020	0.287799052
1019	0.287895641
1018	0.287967785
1017	0.288015326
1016	0.288038106
1015	0.288035969
1014	0.288008757
1013	0.287956312
1012	0.287878476
1011	0.28777509
1010	0.287645996
1009	0.287491036
1008	0.287310051
1007	0.287102882
1006	0.286869369
1005	0.286609355
1004	0.28632268
1003	0.286009184
1002	0.28566871
1001	0.285301098
1000	0.28490619
999	0.284483827
998	0.284033851
997	0.283556104
996	0.283050429
995	0.282516669
994	0.281954667
993	0.281364267
992	0.280745315
991	0.280097656
990	0.279421136
989	0.278715604
988	0.277980907
987	0.277216896
986	0.276423422
985	0.275600337
984	0.274747497
983	0.273864756
982	0.272951973
981	0.272009008
980	0.271035723
979	0.270031983
978	0.268997655
977	0.267932609
976	0.266836718
975	0.265709858
974	0.264551908
973	0.263362753
972	0.262142278
971	0.260890375
970	0.25960694
969	0.258291873
968	0.256945079
967	0.255566468
966	0.254155957
965	0.252713468
964	0.251238928
963	0.249732272
962	0.248193442
961	0.246622386
960	0.245019062
959	0.243383434
958	0.241715475
957	0.240015167
956	0.238282502
955	0.236517481
954	0.234720117
953	0.232890431
952	0.231028458
951	0.229134244
950	0.227207847
949	0.225249339
948	0.223258805
947	0.221236344
946	0.21918207
945	0.217096113
944	0.214978618
943	0.212829749
942	0.210649684
941	0.208438623
940	0.206196783
939	0.203924401
938	0.201621733
937	0.199289059
936	0.196926679
935	0.194534917
934	0.192114119
933	0.189664658
932	0.187186931
931	0.18468136
930	0.182148396
929	0.179588518
928	0.177002233
927	0.174390078
926	0.17175262
925	0.16909046
924	0.166404229
923	0.163694594
922	0.160962254
921	0.158207945
920	0.155432439
919	0.152636546
918	0.149821112
917	0.146987024
916	0.144135209
915	0.141266633
914	0.138382306
913	0.135483279
912	0.132570648
911	0.129645549
910	0.126709169
909	0.123762735
908	0.120807522
907	0.117844854
906	0.114876099
905	0.111902674
904	0.108926044
903	0.105947724
902	0.102969275
901	0.099992309
900	0.097018488
899	0.094049519
898	0.091087163
897	0.088133227
896	0.085189567
895	0.082258086
894	0.079340737
893	0.076439518
892	0.073556474
891	0.070693695
890	0.067853315
889	0.06503751
888	0.062248498
887	0.059488539
886	0.056759927
885	0.054064996
884	0.051406111
883	0.048785673
882	0.046206109
881	0.043669875
880	0.041179449
879	0.038737333
878	0.036346047
877	0.034008122
876	0.031726105
875	0.029502549
874	0.027340009
873	0.025241041
872	0.023208199
871	0.021244024
870	0.019351047
869	0.01753178
868	0.015788713
867	0.014124306
866	0.012540991
865	0.011041159
864	0.009627161
863	0.008301296
862	0.007065815
861	0.005922908
860	0.004874701
859	0.003923251
858	0.003070543
857	0.00231848
856	0.001668882
855	0.001123478
854	0.000683904
853	0.000351694
852	0.000128281
851	1.50E-05
850	1.30E-05
849	0.000123481
848	0.000347332
847	0.000685425
846	0.001138479
845	0.001707082
844	0.002391689
843	0.00319262
842	0.004110055
841	0.005144035
840	0.00629446
839	0.007561087
838	0.00894353
837	0.010441261
836	0.012053609
835	0.013779758
834	0.015618754
833	0.0175695
832	0.019630762
831	0.021801169
830	0.024079214
829	0.026463262
828	0.028951546
827	0.031542177
826	0.034233144
825	0.037022318
824	0.039907457
823	0.042886213
822	0.045956132
821	0.049114664
820	0.052359162
819	0.055686896
818	0.059095051
817	0.062580735
816	0.066140986
815	0.069772778
814	0.073473025
813	0.077238587
812	0.081066278
811	0.08495287
810	0.0888951
809	0.092889676
808	0.096933281
807	0.10102258
806	0.105154226
805	0.109324864
804	0.113531138
803	0.117769694
802	0.122037185
801	0.12633028
800	0.130645661
799	0.134980036
798	0.139330134
797	0.143692716
796	0.148064577
795	0.152442546
794	0.156823493
793	0.161204332
792	0.165582019
791	0.16995356
790	0.174316011
789	0.17866648
788	0.183002128
787	0.187320171
786	0.191617883
785	0.195892594
784	0.200141695
783	0.204362633
782	0.208552918
781	0.212710117
780	0.21683186
779	0.220915835
778	0.22495979
777	0.228961534
776	0.232918933
775	0.236829912
774	0.240692453
773	0.244504596
772	0.248264433
771	0.251970114
770	0.25561984
769	0.259211862
768	0.262744484
767	0.266216056
766	0.269624978
765	0.272969691
764	0.276248682
